epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,561.864,0.79992,0.42518,0.79645,0.99136,1,0.995,0.81037,0.88188,0.41129,0.88787,0.000953232,0.000953232,0.000953232
175,565.42,0.82247,0.41259,0.81269,1,1,0.995,0.8123,0.83197,0.34429,0.88661,0.000949106,0.000949106,0.000949106
176,569.37,0.84532,0.42707,0.80415,0.99848,1,0.995,0.82596,0.62364,0.26346,0.88385,0.000944981,0.000944981,0.000944981
177,572.698,0.81291,0.41096,0.78954,1,1,0.995,0.81457,0.82187,0.33271,0.88573,0.000940855,0.000940855,0.000940855
178,576.094,0.8046,0.42556,0.78933,0.99839,1,0.995,0.80886,0.82644,0.36223,0.88691,0.000936729,0.000936729,0.000936729
179,579.094,0.82769,0.42733,0.8128,0.99807,1,0.995,0.78897,0.87692,0.41015,0.88799,0.000932603,0.000932603,0.000932603
180,582.216,0.79151,0.40453,0.80764,0.99829,1,0.995,0.80698,0.80089,0.35602,0.89139,0.000928477,0.000928477,0.000928477
181,585.596,0.79332,0.40561,0.80508,0.99842,1,0.995,0.80916,0.93948,0.34165,0.88965,0.000924352,0.000924352,0.000924352
182,588.906,0.80398,0.40689,0.81276,1,1,0.995,0.8242,0.84662,0.33934,0.88753,0.000920226,0.000920226,0.000920226
183,592.097,0.84652,0.40583,0.81682,0.99819,1,0.995,0.80734,0.79902,0.29151,0.88676,0.0009161,0.0009161,0.0009161
184,595.269,0.8196,0.40853,0.80699,0.99814,1,0.995,0.78903,0.93593,0.34773,0.88905,0.000911974,0.000911974,0.000911974
185,598.837,0.75426,0.39375,0.80326,0.99817,1,0.995,0.81818,0.82723,0.33808,0.8893,0.000907848,0.000907848,0.000907848
186,601.617,0.7913,0.39752,0.80622,0.99879,1,0.995,0.81551,0.79753,0.33325,0.88986,0.000903722,0.000903722,0.000903722
187,605.045,0.78403,0.38762,0.78157,0.99859,1,0.995,0.79495,0.79043,0.31268,0.89145,0.000899597,0.000899597,0.000899597
188,608.215,0.79905,0.39963,0.79517,0.99778,1,0.995,0.78654,0.90554,0.36985,0.89651,0.000895471,0.000895471,0.000895471
189,611.218,0.75246,0.39717,0.7846,0.99815,1,0.995,0.80589,0.89543,0.33637,0.8903,0.000891345,0.000891345,0.000891345
190,614.431,0.77607,0.39677,0.79634,0.99719,1,0.995,0.81531,0.76537,0.2915,0.88603,0.000887219,0.000887219,0.000887219
191,617.933,0.77948,0.40517,0.80024,0.99819,1,0.995,0.82019,0.95854,0.3596,0.89041,0.000883093,0.000883093,0.000883093
